State	LogProb	m[0][0]	m[0][1]	m[0][2]	m[0][3]	m[0][4]	m[0][5]	m[0][6]	m[1][0]	m[1][1]	m[1][2]	m[1][3]	m[1][4]	m[1][5]	m[1][6]	m[2][0]	m[2][1]	m[2][2]	m[2][3]	m[2][4]	m[2][5]	m[2][6]	m[3][0]	m[3][1]	m[3][2]	m[3][3]	m[3][4]	m[3][5]	m[3][6]	m[4][0]	m[4][1]	m[4][2]	m[4][3]	m[4][4]	m[4][5]	m[4][6]	m[5][0]	m[5][1]	m[5][2]	m[5][3]	m[5][4]	m[5][5]	m[5][6]	m[6][0]	m[6][1]	m[6][2]	m[6][3]	m[6][4]	m[6][5]	m[6][6]	
1252000	-5271.61	0.946191	0.00973264	0.00256055	0.0204444	0.00894808	0.00474176	0.00738168	0.00339153	0.925557	0.000484191	0.0342708	0.00301773	0.0272837	0.00599479	0.00605905	0.126848	0.674747	0.0579047	0.0168467	0.000153635	0.117441	0.0194261	0.23535	0.0169878	0.69295	0.00313441	0.0188424	0.0133095	0.176417	0.0563929	0.0318016	0.00109988	0.709583	0.00325551	0.02145	0.112332	0.0562205	0.0425991	0.00969699	0.0237396	0.670625	0.0847872	0.0156284	0.13832	0.00336968	0.0641455	0.0586556	0.0438111	0.676069	
1254000	-5265.96	0.871465	0.00602246	0.00291012	0.0893497	0.0164235	0.00644724	0.00738168	0.0140196	0.890858	0.00832962	0.0215493	0.000318129	0.0361809	0.0287445	0.0236129	0.217422	0.675275	0.00586783	0.0150944	0.0175037	0.045224	0.0128085	0.237525	0.0163299	0.712177	0.00484522	0.0135268	0.00278703	0.201389	0.060722	0.0281261	0.0090146	0.68863	0.00425829	0.00785961	0.148889	0.0692312	0.0596304	0.011284	0.00478195	0.697474	0.00870973	0.0144782	0.130321	0.0566158	0.0408072	0.001136	0.0849654	0.671676	
1256000	-5271.52	0.889508	0.0189864	0.0330278	0.0424908	0.0121961	0.00264282	0.00114808	0.00731959	0.841005	0.00785457	0.0323404	0.0615358	0.0199865	0.029958	0.0250881	0.193193	0.670771	0.028619	0.00167224	0.000282822	0.080374	0.0244236	0.242286	0.000103627	0.725404	0.00187587	0.00413771	0.0017689	0.223796	0.010274	0.0424134	0.0056117	0.668974	0.0325466	0.016385	0.107985	0.0381261	0.0622205	0.00147843	0.0367535	0.670734	0.0827033	0.00545868	0.138744	0.0516689	0.0548677	0.0164381	0.0178198	0.715003	
1258000	-5324.25	0.915396	0.00299647	0.00960924	0.00803253	0.0087618	0.0278286	0.0273756	0.0154579	0.858913	0.0164221	0.0274195	0.0232698	0.0304829	0.0280353	0.0171192	0.193953	0.669182	0.0435798	0.0246674	0.000288088	0.0512107	0.030155	0.226848	0.0228482	0.700032	0.0130629	0.00462093	0.00243275	0.213516	0.0233771	0.0410751	0.0153449	0.670801	0.0190743	0.0168125	0.0669277	0.154429	0.0162227	0.00395366	0.0211964	0.72419	0.0130802	0.0868315	0.171175	0.00326641	0.0474411	0.00425753	0.0094491	0.67758	
1260000	-5279.04	0.955694	0.0158226	0.00205416	0.000693114	0.0087618	0.0136462	0.00332807	0.00979652	0.92594	0.00210585	0.0155425	0.00357112	0.0352018	0.00784182	0.00984837	0.218052	0.675738	0.0661464	0.00351798	0.0059084	0.0207898	0.027712	0.21935	0.0248737	0.722132	0.00469642	0.000986971	0.000249281	0.186008	0.0572056	0.0378398	0.0166373	0.694261	0.00438276	0.00366464	0.168957	0.057949	0.0525396	0.0359179	0.00466667	0.674296	0.0056732	0.0515519	0.173962	0.013301	0.054597	0.00924628	0.0156983	0.681644	
1262000	-5243.3	0.902715	0.0326528	0.0192441	0.0246609	0.0143509	0.00531117	0.0010652	0.0127979	0.904465	0.0241699	0.0106484	0.0130436	0.00265851	0.032217	1.42997e-005	0.179522	0.709992	0.0391402	0.0229611	0.017416	0.0309545	0.0435855	0.204658	0.0149202	0.713037	0.0101016	0.00035915	0.0133387	0.174056	0.0235089	0.0591277	0.0436161	0.672907	0.0176075	0.00917638	0.124545	0.166919	0.00487969	0.0120031	0.0125029	0.672529	0.00662147	0.00842889	0.162142	0.0487104	0.00665072	0.0396692	0.0495098	0.684889	
1264000	-5235.36	0.948075	0.012866	0.0016067	0.0176676	0.0146185	0.00432838	0.000838097	0.0178936	0.860212	0.0374723	0.0551192	0.00768221	0.0164047	0.00521616	1.49872e-005	0.151401	0.701085	0.043001	0.0246265	0.00815533	0.0717158	0.00403188	0.245999	0.0112287	0.72233	0.00172155	0.0105213	0.00416784	0.173273	0.0167343	0.0701952	0.00375493	0.678281	0.0268737	0.030888	0.0899135	0.168392	0.0338139	0.00741378	0.00561238	0.674279	0.0205758	0.0224181	0.203064	0.0237978	0.00811896	0.0085826	0.0238883	0.71013	
1266000	-5264.28	0.949944	0.0223014	0.00791867	0.000112567	0.00632212	0.00136489	0.0120361	0.0510614	0.83333	0.00459693	0.0625824	0.0217269	0.00285517	0.0238467	0.0215156	0.142923	0.712539	0.0611445	0.00963897	0.00569292	0.0465461	0.0417436	0.22028	0.0339108	0.675964	0.00268339	0.0105347	0.0148829	0.210698	0.0454875	0.0405453	0.00347162	0.678869	0.00409214	0.0168368	0.0227786	0.177742	0.0100383	0.0480836	0.0200963	0.690933	0.0303287	0.0799385	0.134759	0.0167598	0.0232126	0.0087429	0.0291207	0.707467	
1268000	-5253.86	0.940017	0.0340727	0.0101865	0.000112567	0.0124089	0.00136489	0.0018379	0.00970547	0.869583	0.0146459	0.065604	0.0288589	0.00445522	0.00714718	0.000764772	0.17018	0.695699	0.0723964	0.0213264	0.00346127	0.036172	0.0120205	0.256536	0.0134313	0.687466	0.00319347	0.00302836	0.0243243	0.213705	0.0560757	0.0384694	0.00211566	0.667326	0.00159309	0.0207155	0.0126643	0.146507	0.00335019	0.0295145	0.0602391	0.69447	0.0532552	0.018374	0.178383	0.00372646	0.0380091	0.0119042	0.0718159	0.677787	
1270000	-5328.66	0.90466	0.0405673	0.00955478	0.000944146	0.0275827	0.0144958	0.00219559	0.0169618	0.820644	0.00461558	0.0840223	0.0388486	0.0122516	0.0226564	0.0174513	0.178295	0.722264	0.0536096	0.000657232	0.00311373	0.0246084	0.0131255	0.243464	0.00624914	0.697069	0.00356215	0.0301462	0.00638472	0.175112	0.0588496	0.0414559	0.0191293	0.671013	0.0151584	0.0192821	0.00244894	0.120583	0.0575808	0.0871145	0.0163006	0.675569	0.0404035	0.0125315	0.197888	0.0418917	0.0405799	0.019304	0.0168776	0.670928	
1272000	-5285.21	0.852608	0.0462777	0.0144352	0.00877807	0.0114063	0.0120329	0.0544623	0.00360818	0.913872	0.0129858	0.0542454	0.000799943	0.00317146	0.0113167	0.00551574	0.161531	0.726575	0.0375951	0.00130641	0.0344101	0.0330659	0.0184725	0.285168	0.00340611	0.668922	0.00223417	0.0196628	0.00213434	0.174419	0.0578915	0.0653312	0.00649469	0.676623	0.014715	0.00452617	0.0051371	0.117908	0.00647383	0.093445	0.0676963	0.695579	0.0137616	0.0212735	0.181919	0.00110392	0.0297873	0.0322889	0.0428842	0.690743	
1274000	-5233.7	0.933691	0.0194745	0.0006189	0.011304	0.00477903	0.0261314	0.00400078	0.0373115	0.889422	0.00721986	0.0569338	0.000799943	0.00317146	0.00514171	0.00047038	0.236713	0.682834	0.0200086	0.0119201	0.0217497	0.0263044	0.0127381	0.273869	0.0154838	0.688894	0.00406904	0.00461826	0.000327776	0.19659	0.0348228	0.0763671	0.00893557	0.667688	0.000576744	0.0150193	0.100037	0.0626017	0.00471154	0.111899	0.00192143	0.70983	0.00899983	0.0293345	0.254082	0.00110557	0.0383985	0.00222579	0.00603146	0.668822	
1276000	-5310.79	0.897349	0.0238515	0.0285548	0.00814343	0.027527	0.000498285	0.0140758	0.00693354	0.835974	0.0332134	0.0980632	0.0149291	0.00317791	0.00770922	0.0388993	0.205954	0.687827	0.0365694	0.00394683	0.00204091	0.0247623	0.014971	0.255776	0.0276812	0.676949	0.0105181	0.00852847	0.00557638	0.205183	0.0282895	0.0305302	0.0510646	0.679255	0.00327483	0.00240355	0.0301368	0.013959	0.0708734	0.0887291	0.0604067	0.715596	0.0202989	0.00823578	0.224527	0.0280459	0.0432323	0.001988	0.0195387	0.674432	
1278000	-5253.88	0.929659	0.024694	0.0115315	0.00673889	0.00664706	0.0118204	0.00890937	0.0185887	0.795996	0.0170131	0.114315	0.03597	0.00253151	0.0155851	0.00367428	0.210828	0.701448	0.0430993	0.00176664	0.00492367	0.03426	0.015617	0.27359	0.00869863	0.681677	0.0162055	0.000211774	0.00400054	0.175806	0.0269169	0.0167787	0.0399874	0.670733	0.035188	0.0345902	0.0619583	0.0561082	0.00219771	0.0860814	0.0326171	0.680436	0.0806011	0.00248514	0.212652	0.0349715	0.0336583	0.0169212	0.0116788	0.687633	
1280000	-5242.45	0.952022	0.00935042	0.00799066	0.000383715	0.023544	0.00649919	0.00021013	0.0131647	0.830346	0.0120531	0.035822	0.00479713	0.0807384	0.0230782	0.0204227	0.246295	0.674371	0.0202891	0.0107281	0.00456936	0.0233244	0.0274976	0.253381	0.0139287	0.688341	0.00619859	3.73469e-005	0.0106158	0.169998	0.0971883	0.00795032	0.018789	0.684914	0.0174483	0.00371276	0.0471056	0.0386197	0.00979258	0.0572968	0.149338	0.668624	0.0292238	0.00373038	0.212543	0.0794608	0.0122665	0.00714812	0.00944237	0.675409	
1282000	-5262.96	0.904861	0.0285297	0.0123552	0.00507153	0.0113324	0.0333579	0.00449231	0.0240541	0.851684	0.00145126	0.0699168	0.0401581	0.0113151	0.00142083	0.0167668	0.220248	0.681185	0.0550562	0.00065772	0.00924024	0.0168467	0.0256377	0.276267	0.00661003	0.690829	0.000362169	0.000257654	3.61024e-005	0.137193	0.0296947	0.107839	0.0135535	0.683444	0.0134325	0.014844	0.0162542	0.0652085	0.0248023	0.0488508	0.0640879	0.751345	0.029451	0.00855675	0.197969	0.0295088	0.013831	0.0355627	0.0467977	0.667774	
1284000	-5255.25	0.902433	0.0165271	0.0110458	0.0178914	0.0294127	0.0130602	0.00962965	0.0310998	0.877385	0.0180596	0.0319384	0.0121629	0.023419	0.00593499	0.00292992	0.220248	0.675497	0.0891815	0.00112251	0.000932949	0.0100883	0.00165891	0.254896	0.00621786	0.700896	0.00222339	0.009469	0.0246391	0.130623	0.0466717	0.0210042	0.0368557	0.734277	0.00924332	0.0213247	0.0293439	0.00165546	0.0204079	0.113882	0.0619559	0.714186	0.058569	0.016498	0.18899	0.0116046	0.100762	0.00609346	0.00911643	0.666936	
1286000	-5259.09	0.880898	0.013156	0.00193671	0.0299625	0.0397573	0.0294232	0.00486579	0.016464	0.834832	0.0306452	0.099093	0.00749618	0.00279253	0.00867667	0.00156133	0.192447	0.669432	0.0604841	0.0242711	0.0188785	0.0329257	0.0252955	0.253023	0.00906402	0.687546	0.00689464	0.00366472	0.0145125	0.155159	0.110403	0.0146635	0.010461	0.690916	0.00712619	0.0112713	0.00486444	0.033149	0.0125727	0.234696	0.00848496	0.689564	0.0166684	0.0164324	0.178956	0.0151092	0.0240446	0.0483226	0.00846666	0.708669	
1288000	-5268.57	0.921562	0.0118046	0.0165307	0.0196773	0.00464042	0.0209191	0.00486579	0.0400742	0.870747	0.0210762	0.0430853	0.0130487	0.00279253	0.00917629	0.0150497	0.197701	0.670508	0.0303972	0.000161668	0.011592	0.0745905	0.00857788	0.261401	0.00469445	0.692383	0.00247672	0.00423533	0.0262317	0.198762	0.0871069	0.000809934	0.00654104	0.700081	0.0029803	0.0037186	0.0116567	0.0108657	0.0164698	0.243193	0.0270326	0.680722	0.0100608	0.037245	0.207912	0.00565683	0.0239066	0.0079334	0.032978	0.684368	
1290000	-5283.16	0.904685	0.0129665	0.0172028	0.017641	0.0144201	0.0282183	0.00486579	0.0174006	0.809898	0.00675043	0.0699806	0.0237177	0.021398	0.0508545	0.0520471	0.197701	0.66769	0.0354418	0.0013246	0.000584609	0.0452112	0.00343857	0.255642	0.0280596	0.691256	0.00128161	0.00297064	0.0173511	0.268274	0.0223345	0.013775	0.00354917	0.67464	0.0166535	0.000773096	0.00220731	0.088833	0.00947485	0.0925951	0.112909	0.668626	0.0253542	0.0043611	0.239357	0.0601984	0.0120891	0.00216663	0.00877407	0.673054	
1292000	-5243.92	0.944212	0.000164249	0.00713058	0.0146949	0.0235253	0.00161608	0.00865637	0.0256262	0.832759	0.0201784	0.0553858	0.0125945	0.0373726	0.0160838	0.000197528	0.197701	0.677635	0.0610323	0.00102072	0.00435388	0.0580594	0.0118811	0.282516	0.000728744	0.674047	0.000704635	0.00632027	0.0238025	0.193519	0.0278302	0.0133922	0.038757	0.687897	0.00641139	0.032194	0.0158982	0.0220276	0.0271714	0.0964436	0.118465	0.670702	0.0492926	0.0019148	0.242682	0.0330153	0.0219743	0.00648522	0.0152208	0.678707	
1294000	-5284.09	0.868378	0.0180956	0.045571	0.0100658	0.0330807	0.0172181	0.0075911	0.0801028	0.833171	0.0070459	0.0377584	0.0350882	0.0066132	0.00022074	0.00707962	0.193356	0.67183	0.0343034	0.00115461	0.00577777	0.0864987	0.00277132	0.240393	0.0142625	0.708535	0.00816632	0.0120684	0.0138038	0.176766	0.0847181	0.0153355	0.00433687	0.690034	0.00093905	0.0278699	0.00266048	0.0514652	0.0345753	0.145426	0.0327276	0.696068	0.037077	0.0127935	0.20093	0.0141758	0.0706498	0.0231447	0.00236296	0.675944	
1296000	-5239.87	0.905296	0.00541931	0.00707725	0.00201369	0.0340566	0.0213961	0.0247414	0.0417182	0.892407	0.0100744	0.0180031	0.00993581	0.0066132	0.0212481	0.000531321	0.203117	0.668436	0.0834019	0.00210854	0.00888418	0.0335212	0.0147237	0.274443	0.00393064	0.690206	0.00436769	0.00914254	0.0031864	0.135247	0.0343025	0.0278945	0.0143302	0.724364	0.0203221	0.0435397	0.00349617	0.00822741	0.0538609	0.172944	0.00548018	0.669693	0.0862986	5.08199e-006	0.24545	0.0304761	0.043142	0.00312623	0.00609887	0.671702	
1298000	-5287.74	0.903996	0.0102524	0.0232103	0.0164343	0.041444	0.0006442	0.00401867	0.0573552	0.832838	0.0147746	0.0146878	0.0143908	0.0468066	0.0191469	0.0131158	0.177808	0.685055	0.0385103	0.0207649	0.00251629	0.0622295	0.0291937	0.2572	0.000409459	0.683316	0.0214756	0.0054801	0.00292534	0.181651	0.0312261	0.032328	0.00029499	0.677111	0.0476043	0.0297849	0.0107285	0.00799342	0.0712963	0.201195	0.00443211	0.694775	0.00957915	0.0196283	0.252579	0.00205549	0.0192031	0.00335972	0.00527377	0.697901	
1300000	-5299.92	0.857594	0.00881429	0.014292	0.00329232	0.0309173	0.00615997	0.07893	0.0411268	0.878028	0.00224388	0.0359099	0.0148492	0.00394784	0.0238939	0.00177924	0.226862	0.670527	0.0509214	0.00289188	0.00965847	0.0373593	0.0293221	0.24435	0.00183395	0.702112	0.0159878	0.00471435	0.0016795	0.183121	0.101252	0.00562737	0.00915003	0.687994	0.0121361	0.000719754	0.0263429	0.00304565	0.0756547	0.189423	0.0125701	0.66923	0.0237333	0.0175896	0.243598	0.00487692	0.0271517	0.0235134	0.00754962	0.675721	
1302000	-5306.86	0.877055	0.0110181	0.0105972	0.00297675	0.0612977	0.0142061	0.0228491	0.0396079	0.898931	0.0018133	0.0385231	0.00727196	0.00504601	0.00880681	0.0054986	0.214022	0.667109	0.0742477	0.00753315	0.000472426	0.0311169	0.0316881	0.258224	0.00587877	0.692205	0.00947738	0.00164734	0.000879467	0.159868	0.0779486	0.00250374	0.0341465	0.690961	0.0209109	0.0136615	0.00580342	0.00219011	0.0276816	0.254595	0.0198111	0.675386	0.0145325	0.0310279	0.191945	0.0337762	0.0359823	0.00697666	0.0299991	0.670293	
1304000	-5374.51	0.876353	0.0191145	0.0455617	0.00297675	0.00294943	0.0363584	0.0166866	0.0575912	0.854702	0.019496	0.0500508	0.0138544	0.00104788	0.0032574	0.00422985	0.18639	0.673344	0.0468865	0.0214953	0.00121608	0.0664383	0.0207865	0.294836	0.00462737	0.674396	0.00270197	0.00109836	0.00155444	0.159868	0.0851685	0.00495911	0.00667365	0.700665	0.0276895	0.0149767	0.0513408	0.0373095	0.000188788	0.163497	0.0275153	0.67027	0.0498785	0.025922	0.16199	0.0138249	0.0418119	0.00532032	0.0119178	0.739213	
1306000	-5336.18	0.871699	0.0181316	0.0102165	0.0335729	0.0122784	0.0237406	0.0303614	0.114692	0.814199	0.00353717	0.0469601	0.00081131	0.00778542	0.0120149	0.00208724	0.198661	0.681023	0.0105085	0.0157746	0.00688501	0.0850609	0.0338958	0.268942	0.000738516	0.679325	0.00860935	0.00509612	0.00339303	0.128691	0.148169	0.0149474	0.0125926	0.685493	0.00599729	0.00410889	0.0294832	0.0497383	0.0378125	0.0929105	0.0467851	0.696583	0.0466869	0.00520002	0.24226	0.00516164	0.0247213	0.00994849	0.0138641	0.698844	
1308000	-5307.18	0.910533	0.047513	0.00873421	0.00702871	0.000923068	0.00678042	0.0184873	0.00606501	0.865633	0.000789001	0.0495218	0.0365772	0.0268429	0.0145712	0.0074582	0.205581	0.678733	0.00300757	0.0250358	0.00302788	0.077156	0.00131656	0.256317	0.00220125	0.6967	0.0105347	0.00917427	0.0237557	0.179785	0.0630936	0.00121281	0.0493382	0.677346	0.0199494	0.00927486	0.0013707	0.00167872	0.0119582	0.208189	0.0659369	0.704665	0.00620151	0.0058861	0.236842	0.0107835	0.054611	0.000815835	0.0194809	0.67158	
1310000	-5301.62	0.926491	0.0314741	0.0110015	0.0091785	0.00305441	0.01407	0.00473069	0.0289322	0.904627	0.00684216	0.0342891	0.00137578	0.00335914	0.0205743	0.00366916	0.194443	0.680336	0.0398995	0.00190183	0.0142783	0.0654716	0.00349623	0.24993	0.0220478	0.66821	0.010844	0.0149455	0.0305268	0.178047	0.0170185	0.00252545	0.0688522	0.670266	0.011621	0.0516697	0.0368783	0.0264612	0.0729257	0.100176	0.059706	0.68636	0.0174933	0.00706789	0.230808	0.0141542	0.0529346	0.00221525	0.0152662	0.677554	
1312000	-5281.03	0.897504	0.0332213	0.0139476	0.0091785	0.00300144	0.0217583	0.021389	0.00768254	0.895589	0.00584354	0.062953	0.0137519	0.0100157	0.00416388	0.0180678	0.234205	0.686075	0.0354945	0.000299263	0.00727533	0.018583	0.00289423	0.265879	0.0240134	0.690771	0.00090205	1.60346e-005	0.0155249	0.193283	0.0139485	0.0367796	0.0510122	0.669574	0.0337839	0.00161834	0.00862305	0.0993056	0.0317041	0.14413	0.0358204	0.67391	0.00650649	0.00386059	0.212486	0.0276796	0.0525551	0.0118243	0.0170149	0.674579	
1314000	-5280.2	0.864045	0.0525616	0.00360742	0.00726328	0.0284855	0.0183378	0.0256993	0.0111487	0.923981	0.0135446	0.0171214	0.00337155	0.0116127	0.0192197	0.0236191	0.230099	0.689367	0.00497603	0.00726855	0.027011	0.0176594	0.0084056	0.262284	0.00962785	0.677776	0.0081335	0.0117509	0.0220216	0.169531	0.0467346	0.0615131	0.0416112	0.668718	0.00890237	0.00298952	0.052999	0.0191246	0.0233151	0.195593	0.0267942	0.673875	0.00829945	0.0116598	0.235203	0.00372703	0.0165011	0.00570865	0.00154497	0.725655	
1316000	-5282.48	0.928608	0.0254476	0.00360742	0.00392888	0.0100194	0.0121367	0.0162518	0.0557515	0.895323	2.26779e-005	0.0225076	0.00337155	0.0163722	0.00665171	0.000208184	0.216241	0.715992	0.00972771	0.00909596	0.018655	0.0300801	0.0232321	0.273433	0.0099256	0.679366	0.000578189	0.00637107	0.00709431	0.208826	0.0265213	0.0332841	0.0366108	0.678142	0.0105863	0.00602894	0.0614986	0.0142387	0.00278396	0.186771	0.037829	0.678901	0.0179777	0.00819079	0.264303	0.0200074	0.0194271	0.0107391	0.00119402	0.676138	
1318000	-5308.6	0.95693	0.00836826	0.00827201	0.00525971	0.00855781	0.00388781	0.00872473	0.016631	0.926014	0.0146569	0.0250679	0.000355909	0.0113196	0.00595443	0.0144381	0.217241	0.67245	0.0345325	0.00769093	0.000815668	0.0528312	0.00868144	0.262509	0.00756947	0.706126	0.00393871	0.00183702	0.00933827	0.169073	0.0428458	0.0270535	0.0233023	0.690172	0.0350775	0.0124764	0.0365751	0.0889074	0.00387531	0.165504	0.0117423	0.693118	0.00027711	0.0171626	0.252155	0.0151025	0.0145938	0.0282819	0.00185429	0.67085	
1320000	-5312.82	0.929926	0.00627885	0.00400911	0.0181832	0.00633243	0.0220023	0.013268	0.0138678	0.917611	0.0303805	0.000470419	0.0103147	0.0243996	0.00295568	0.000199822	0.242085	0.673296	0.0261078	0.00426237	0.00675287	0.0472956	0.0290593	0.247905	0.013368	0.675984	0.0106299	0.0133947	0.00965932	0.193533	0.0754204	0.0465613	0.014655	0.667186	0.00182794	0.0008161	0.0107489	0.0751435	0.00261463	0.166779	0.00527279	0.675355	0.0640865	0.0264733	0.252155	0.0167246	0.00462216	0.000527909	0.0208137	0.678683	
1322000	-5280.55	0.927319	0.00391581	0.0461455	0.00397904	0.00979305	0.000260554	0.00858698	0.00599289	0.928408	0.00254316	0.00235588	0.0419256	0.0108625	0.00791148	0.0058646	0.242558	0.686202	0.0229864	0.00103863	0.00126833	0.0400816	0.0139603	0.273744	0.00782204	0.68401	0.00279167	0.00575166	0.0119205	0.204829	0.0722144	0.0142948	0.00503701	0.669519	0.0292615	0.00484492	0.0201091	0.0284538	0.00369799	0.145538	0.0925136	0.680612	0.0290753	0.0183755	0.18753	0.011446	0.0134438	0.00369384	0.0728798	0.692631	
1324000	-5273.78	0.945881	0.0068983	0.00592159	0.00623503	0.00696359	0.00962914	0.0184714	0.0120306	0.882976	0.0233167	0.0506276	0.0108832	0.0122538	0.00791148	0.016314	0.221928	0.700699	0.0160069	0.00522462	0.0072814	0.0325465	0.0204066	0.234225	0.00637983	0.706682	0.0087198	0.00702693	0.01656	0.140799	0.036508	0.0557067	0.0376497	0.688939	0.0265889	0.0138086	0.0265201	0.0153661	0.0612064	0.188494	0.0112452	0.68507	0.0120981	0.064727	0.133722	0.0029571	0.0322243	0.00219154	0.0808673	0.683311	
1326000	-5296.78	0.917395	0.0256434	0.014206	0.00191177	0.0167995	0.00163628	0.0224081	0.00233502	0.906145	0.000855605	0.00996187	0.0365479	0.00468552	0.0394691	0.00123105	0.253949	0.675422	0.00997001	0.0032353	0.0146577	0.0415354	0.0490937	0.250605	0.00248317	0.688242	0.000918236	0.00767333	0.000985007	0.131647	0.0692387	0.0738261	0.0205499	0.697116	0.00702159	0.000601373	0.0299375	0.0108802	0.0219414	0.24147	0.00284033	0.668577	0.0243541	0.0146176	0.169547	0.0404276	0.0340185	0.00061196	0.0120525	0.728725	
1328000	-5337.67	0.946343	0.00883034	0.0115393	0.0105356	0.00470302	0.00163628	0.0164129	0.016151	0.880919	0.00610355	0.0203411	0.074253	0.00151316	0.000718917	0.00477555	0.253949	0.676322	0.00251491	0.0282419	0.00385455	0.0303427	0.00735702	0.239999	0.0186323	0.713308	0.00778656	0.000788595	0.0121287	0.155371	0.034394	0.0739237	0.0119581	0.701726	0.0225943	3.33409e-005	0.00394048	0.0196681	0.000749802	0.21051	0.00073692	0.673066	0.0913279	0.0166221	0.181177	0.0449818	0.0374423	0.0129278	0.0133021	0.693547	
1330000	-5320.47	0.909095	0.00303895	0.0185718	0.00981481	0.00688527	0.000452285	0.052142	0.0387943	0.858486	0.00850562	0.058879	0.0101735	0.0150046	0.0101569	0.0148992	0.266177	0.672944	0.00830014	0.00168378	0.0020387	0.0339573	0.0244417	0.26505	0.00871735	0.686671	0.00513793	0.00179954	0.00818259	0.207387	0.0429405	0.0561712	0.0117111	0.673245	0.00164222	0.00690275	0.0162548	0.0405203	0.00148576	0.0922747	0.0376135	0.675354	0.136497	0.0216046	0.213324	0.0197561	0.0546464	0.00770574	0.00552375	0.67744	
1332000	-5343.11	0.862288	0.0455742	0.0346075	0.0174356	0.00197876	0.000452285	0.0376638	0.000137351	0.919939	0.0111482	0.0289144	0.0195705	0.000975687	0.0193146	0.00226763	0.228509	0.71817	0.000770295	0.0274672	0.00158065	0.021235	0.00187471	0.264408	0.00250228	0.710372	0.00759704	0.0031	0.0101461	0.222163	0.0193588	0.0440609	0.00566127	0.684946	0.022016	0.00179364	0.0505887	0.00609842	0.0291536	0.143172	0.0688955	0.701553	0.000538377	0.0235299	0.183513	0.0125386	0.0403121	0.039468	0.0226669	0.677971	
1334000	-5321.7	0.913007	0.00892502	0.0021228	0.0144254	0.0308986	0.0189887	0.0116325	0.000358028	0.924916	0.0111482	0.0472771	0.00183907	0.00810972	0.00635148	0.00786915	0.155126	0.676916	0.0558166	0.0292682	0.0320802	0.0429242	0.00929863	0.259596	5.28858e-005	0.700924	0.00598557	0.00325893	0.0208848	0.20405	0.0223612	0.0356202	0.0384245	0.667839	0.0282131	0.0034926	0.0443606	0.00578688	0.0122867	0.106503	0.101394	0.685681	0.0439887	0.00810448	0.160839	0.0199718	0.0927163	0.0225903	0.0169354	0.678842	
1336000	-5355.83	0.899397	0.0311238	0.0220631	0.0150992	0.00888761	0.0144245	0.00900526	0.0354485	0.848228	0.0524087	0.00682042	0.0155446	0.0113802	0.0301692	0.00069871	0.163344	0.6979	0.0354165	0.0121917	0.00853099	0.0819182	0.00432243	0.247608	0.0150808	0.713874	0.000402576	0.00797313	0.0107389	0.163947	0.00688073	0.0167614	0.0457994	0.674296	0.0256354	0.0666801	0.0210794	0.0246786	0.0109758	0.225728	0.0102025	0.684072	0.0232642	0.00291575	0.225502	0.0271212	0.0661915	0.00615886	0.00377234	0.668339	
